DatabaseName,HomeSite,VolumeLetter,EdbFilePath,LogFolderPath,Server,ActivationPreference,CopyRole
DBSE114,BB,L,L:\DBSE114\DBSE114.edb,L:\DBSE114,PEXTAEXSE3,3,Passive
DBSE115,BB,L,L:\DBSE115\DBSE115.edb,L:\DBSE115,PEXBBEXSE3,1,Active
DBSE115,BB,L,L:\DBSE115\DBSE115.edb,L:\DBSE115,PEXBBEXSE2,2,Passive
DBSE115,BB,L,L:\DBSE115\DBSE115.edb,L:\DBSE115,PEXTAEXSE4,3,Passive
DBSE116,BB,L,L:\DBSE116\DBSE116.edb,L:\DBSE116,PEXBBEXSE4,1,Active
DBSE116,BB,L,L:\DBSE116\DBSE116.edb,L:\DBSE116,PEXBBEXSE3,2,Passive
DBSE116,BB,L,L:\DBSE116\DBSE116.edb,L:\DBSE116,PEXTAEXSE1,3,Passive
DBSE117,BB,M,M:\DBSE117\DBSE117.edb,M:\DBSE117,PEXBBEXSE1,1,Active
DBSE117,BB,M,M:\DBSE117\DBSE117.edb,M:\DBSE117,PEXBBEXSE4,2,Passive
DBSE117,BB,M,M:\DBSE117\DBSE117.edb,M:\DBSE117,PEXTAEXSE3,3,Passive
DBSE118,BB,M,M:\DBSE118\DBSE118.edb,M:\DBSE118,PEXBBEXSE2,1,Active
DBSE118,BB,M,M:\DBSE118\DBSE118.edb,M:\DBSE118,PEXBBEXSE1,2,Passive
DBSE118,BB,M,M:\DBSE118\DBSE118.edb,M:\DBSE118,PEXTAEXSE4,3,Passive
DBSE119,BB,M,M:\DBSE119\DBSE119.edb,M:\DBSE119,PEXBBEXSE3,1,Active
DBSE119,BB,M,M:\DBSE119\DBSE119.edb,M:\DBSE119,PEXBBEXSE2,2,Passive
DBSE119,BB,M,M:\DBSE119\DBSE119.edb,M:\DBSE119,PEXTAEXSE1,3,Passive
DBSE120,BB,M,M:\DBSE120\DBSE120.edb,M:\DBSE120,PEXBBEXSE4,1,Active
DBSE120,BB,M,M:\DBSE120\DBSE120.edb,M:\DBSE120,PEXBBEXSE3,2,Passive
DBSE120,BB,M,M:\DBSE120\DBSE120.edb,M:\DBSE120,PEXTAEXSE2,3,Passive
DBSE121,BB,M,M:\DBSE121\DBSE121.edb,M:\DBSE121,PEXBBEXSE1,1,Active
DBSE121,BB,M,M:\DBSE121\DBSE121.edb,M:\DBSE121,PEXBBEXSE2,2,Passive
DBSE121,BB,M,M:\DBSE121\DBSE121.edb,M:\DBSE121,PEXTAEXSE3,3,Passive
DBSE122,BB,M,M:\DBSE122\DBSE122.edb,M:\DBSE122,PEXBBEXSE2,1,Active
DBSE122,BB,M,M:\DBSE122\DBSE122.edb,M:\DBSE122,PEXBBEXSE3,2,Passive
DBSE122,BB,M,M:\DBSE122\DBSE122.edb,M:\DBSE122,PEXTAEXSE4,3,Passive
DBSE123,BB,M,M:\DBSE123\DBSE123.edb,M:\DBSE123,PEXBBEXSE3,1,Active
DBSE123,BB,M,M:\DBSE123\DBSE123.edb,M:\DBSE123,PEXBBEXSE4,2,Passive
DBSE123,BB,M,M:\DBSE123\DBSE123.edb,M:\DBSE123,PEXTAEXSE1,3,Passive
DBSE124,BB,M,M:\DBSE124\DBSE124.edb,M:\DBSE124,PEXBBEXSE4,1,Active
DBSE124,BB,M,M:\DBSE124\DBSE124.edb,M:\DBSE124,PEXBBEXSE1,2,Passive
DBSE124,BB,M,M:\DBSE124\DBSE124.edb,M:\DBSE124,PEXTAEXSE2,3,Passive
DBSE125,BB,N,N:\DBSE125\DBSE125.edb,N:\DBSE125,PEXBBEXSE1,1,Active
DBSE125,BB,N,N:\DBSE125\DBSE125.edb,N:\DBSE125,PEXBBEXSE2,2,Passive
DBSE125,BB,N,N:\DBSE125\DBSE125.edb,N:\DBSE125,PEXTAEXSE4,3,Passive
DBSE126,BB,N,N:\DBSE126\DBSE126.edb,N:\DBSE126,PEXBBEXSE2,1,Active
DBSE126,BB,N,N:\DBSE126\DBSE126.edb,N:\DBSE126,PEXBBEXSE3,2,Passive
DBSE126,BB,N,N:\DBSE126\DBSE126.edb,N:\DBSE126,PEXTAEXSE1,3,Passive
DBSE127,BB,N,N:\DBSE127\DBSE127.edb,N:\DBSE127,PEXBBEXSE3,1,Active
DBSE127,BB,N,N:\DBSE127\DBSE127.edb,N:\DBSE127,PEXBBEXSE4,2,Passive
DBSE127,BB,N,N:\DBSE127\DBSE127.edb,N:\DBSE127,PEXTAEXSE2,3,Passive
DBSE128,BB,N,N:\DBSE128\DBSE128.edb,N:\DBSE128,PEXBBEXSE4,1,Active
DBSE128,BB,N,N:\DBSE128\DBSE128.edb,N:\DBSE128,PEXBBEXSE1,2,Passive
DBSE128,BB,N,N:\DBSE128\DBSE128.edb,N:\DBSE128,PEXTAEXSE3,3,Passive
DBSE129,BB,N,N:\DBSE129\DBSE129.edb,N:\DBSE129,PEXBBEXSE1,1,Active
DBSE129,BB,N,N:\DBSE129\DBSE129.edb,N:\DBSE129,PEXBBEXSE3,2,Passive
DBSE129,BB,N,N:\DBSE129\DBSE129.edb,N:\DBSE129,PEXTAEXSE4,3,Passive
DBSE130,BB,N,N:\DBSE130\DBSE130.edb,N:\DBSE130,PEXBBEXSE2,1,Active
DBSE130,BB,N,N:\DBSE130\DBSE130.edb,N:\DBSE130,PEXBBEXSE4,2,Passive
DBSE130,BB,N,N:\DBSE130\DBSE130.edb,N:\DBSE130,PEXTAEXSE1,3,Passive
DBSE131,BB,N,N:\DBSE131\DBSE131.edb,N:\DBSE131,PEXBBEXSE3,1,Active
DBSE131,BB,N,N:\DBSE131\DBSE131.edb,N:\DBSE131,PEXBBEXSE1,2,Passive
DBSE131,BB,N,N:\DBSE131\DBSE131.edb,N:\DBSE131,PEXTAEXSE2,3,Passive
DBSE132,BB,N,N:\DBSE132\DBSE132.edb,N:\DBSE132,PEXBBEXSE4,1,Active
DBSE132,BB,N,N:\DBSE132\DBSE132.edb,N:\DBSE132,PEXBBEXSE2,2,Passive
DBSE132,BB,N,N:\DBSE132\DBSE132.edb,N:\DBSE132,PEXTAEXSE3,3,Passive
DBSE133,BB,O,O:\DBSE133\DBSE133.edb,O:\DBSE133,PEXBBEXSE1,1,Active
DBSE133,BB,O,O:\DBSE133\DBSE133.edb,O:\DBSE133,PEXBBEXSE3,2,Passive
DBSE133,BB,O,O:\DBSE133\DBSE133.edb,O:\DBSE133,PEXTAEXSE1,3,Passive
DBSE134,BB,O,O:\DBSE134\DBSE134.edb,O:\DBSE134,PEXBBEXSE2,1,Active
DBSE134,BB,O,O:\DBSE134\DBSE134.edb,O:\DBSE134,PEXBBEXSE4,2,Passive
DBSE134,BB,O,O:\DBSE134\DBSE134.edb,O:\DBSE134,PEXTAEXSE2,3,Passive
DBSE135,BB,O,O:\DBSE135\DBSE135.edb,O:\DBSE135,PEXBBEXSE3,1,Active
DBSE135,BB,O,O:\DBSE135\DBSE135.edb,O:\DBSE135,PEXBBEXSE1,2,Passive
DBSE135,BB,O,O:\DBSE135\DBSE135.edb,O:\DBSE135,PEXTAEXSE3,3,Passive
DBSE136,BB,O,O:\DBSE136\DBSE136.edb,O:\DBSE136,PEXBBEXSE4,1,Active
DBSE136,BB,O,O:\DBSE136\DBSE136.edb,O:\DBSE136,PEXBBEXSE2,2,Passive
DBSE136,BB,O,O:\DBSE136\DBSE136.edb,O:\DBSE136,PEXTAEXSE4,3,Passive
DBSE137,BB,O,O:\DBSE137\DBSE137.edb,O:\DBSE137,PEXBBEXSE1,1,Active
DBSE137,BB,O,O:\DBSE137\DBSE137.edb,O:\DBSE137,PEXBBEXSE4,2,Passive
DBSE137,BB,O,O:\DBSE137\DBSE137.edb,O:\DBSE137,PEXTAEXSE1,3,Passive
DBSE138,BB,O,O:\DBSE138\DBSE138.edb,O:\DBSE138,PEXBBEXSE2,1,Active
DBSE138,BB,O,O:\DBSE138\DBSE138.edb,O:\DBSE138,PEXBBEXSE1,2,Passive
DBSE138,BB,O,O:\DBSE138\DBSE138.edb,O:\DBSE138,PEXTAEXSE2,3,Passive
DBSE139,BB,O,O:\DBSE139\DBSE139.edb,O:\DBSE139,PEXBBEXSE3,1,Active
DBSE139,BB,O,O:\DBSE139\DBSE139.edb,O:\DBSE139,PEXBBEXSE2,2,Passive
DBSE139,BB,O,O:\DBSE139\DBSE139.edb,O:\DBSE139,PEXTAEXSE3,3,Passive
DBSE140,BB,O,O:\DBSE140\DBSE140.edb,O:\DBSE140,PEXBBEXSE4,1,Active
DBSE140,BB,O,O:\DBSE140\DBSE140.edb,O:\DBSE140,PEXBBEXSE3,2,Passive
DBSE140,BB,O,O:\DBSE140\DBSE140.edb,O:\DBSE140,PEXTAEXSE4,3,Passive
DBSE141,BB,P,P:\DBSE141\DBSE141.edb,P:\DBSE141,PEXBBEXSE1,1,Active
DBSE141,BB,P,P:\DBSE141\DBSE141.edb,P:\DBSE141,PEXBBEXSE4,2,Passive
DBSE141,BB,P,P:\DBSE141\DBSE141.edb,P:\DBSE141,PEXTAEXSE2,3,Passive
DBSE142,BB,P,P:\DBSE142\DBSE142.edb,P:\DBSE142,PEXBBEXSE2,1,Active
DBSE142,BB,P,P:\DBSE142\DBSE142.edb,P:\DBSE142,PEXBBEXSE1,2,Passive
DBSE142,BB,P,P:\DBSE142\DBSE142.edb,P:\DBSE142,PEXTAEXSE3,3,Passive
DBSE143,BB,P,P:\DBSE143\DBSE143.edb,P:\DBSE143,PEXBBEXSE3,1,Active
DBSE143,BB,P,P:\DBSE143\DBSE143.edb,P:\DBSE143,PEXBBEXSE2,2,Passive
DBSE143,BB,P,P:\DBSE143\DBSE143.edb,P:\DBSE143,PEXTAEXSE4,3,Passive
DBSE144,BB,P,P:\DBSE144\DBSE144.edb,P:\DBSE144,PEXBBEXSE4,1,Active
DBSE144,BB,P,P:\DBSE144\DBSE144.edb,P:\DBSE144,PEXBBEXSE3,2,Passive
DBSE144,BB,P,P:\DBSE144\DBSE144.edb,P:\DBSE144,PEXTAEXSE1,3,Passive
DBSE145,BB,P,P:\DBSE145\DBSE145.edb,P:\DBSE145,PEXBBEXSE1,1,Active
DBSE145,BB,P,P:\DBSE145\DBSE145.edb,P:\DBSE145,PEXBBEXSE2,2,Passive
DBSE145,BB,P,P:\DBSE145\DBSE145.edb,P:\DBSE145,PEXTAEXSE2,3,Passive
DBSE146,BB,P,P:\DBSE146\DBSE146.edb,P:\DBSE146,PEXBBEXSE2,1,Active
DBSE146,BB,P,P:\DBSE146\DBSE146.edb,P:\DBSE146,PEXBBEXSE3,2,Passive
DBSE146,BB,P,P:\DBSE146\DBSE146.edb,P:\DBSE146,PEXTAEXSE3,3,Passive
DBSE147,BB,P,P:\DBSE147\DBSE147.edb,P:\DBSE147,PEXBBEXSE3,1,Active
DBSE147,BB,P,P:\DBSE147\DBSE147.edb,P:\DBSE147,PEXBBEXSE4,2,Passive
DBSE147,BB,P,P:\DBSE147\DBSE147.edb,P:\DBSE147,PEXTAEXSE4,3,Passive
DBSE148,BB,P,P:\DBSE148\DBSE148.edb,P:\DBSE148,PEXBBEXSE4,1,Active
DBSE148,BB,P,P:\DBSE148\DBSE148.edb,P:\DBSE148,PEXBBEXSE1,2,Passive
DBSE148,BB,P,P:\DBSE148\DBSE148.edb,P:\DBSE148,PEXTAEXSE1,3,Passive
DBSE149,BB,Q,Q:\DBSE149\DBSE149.edb,Q:\DBSE149,PEXBBEXSE1,1,Active
DBSE149,BB,Q,Q:\DBSE149\DBSE149.edb,Q:\DBSE149,PEXBBEXSE2,2,Passive
DBSE149,BB,Q,Q:\DBSE149\DBSE149.edb,Q:\DBSE149,PEXTAEXSE3,3,Passive
DBSE150,BB,Q,Q:\DBSE150\DBSE150.edb,Q:\DBSE150,PEXBBEXSE2,1,Active
DBSE150,BB,Q,Q:\DBSE150\DBSE150.edb,Q:\DBSE150,PEXBBEXSE3,2,Passive
DBSE150,BB,Q,Q:\DBSE150\DBSE150.edb,Q:\DBSE150,PEXTAEXSE4,3,Passive
DBSE151,BB,Q,Q:\DBSE151\DBSE151.edb,Q:\DBSE151,PEXBBEXSE3,1,Active
DBSE151,BB,Q,Q:\DBSE151\DBSE151.edb,Q:\DBSE151,PEXBBEXSE4,2,Passive
DBSE151,BB,Q,Q:\DBSE151\DBSE151.edb,Q:\DBSE151,PEXTAEXSE1,3,Passive
DBSE152,BB,Q,Q:\DBSE152\DBSE152.edb,Q:\DBSE152,PEXBBEXSE4,1,Active
DBSE152,BB,Q,Q:\DBSE152\DBSE152.edb,Q:\DBSE152,PEXBBEXSE1,2,Passive
DBSE152,BB,Q,Q:\DBSE152\DBSE152.edb,Q:\DBSE152,PEXTAEXSE2,3,Passive
DBSE153,BB,Q,Q:\DBSE153\DBSE153.edb,Q:\DBSE153,PEXBBEXSE1,1,Active
DBSE153,BB,Q,Q:\DBSE153\DBSE153.edb,Q:\DBSE153,PEXBBEXSE3,2,Passive
DBSE153,BB,Q,Q:\DBSE153\DBSE153.edb,Q:\DBSE153,PEXTAEXSE3,3,Passive
DBSE154,BB,Q,Q:\DBSE154\DBSE154.edb,Q:\DBSE154,PEXBBEXSE2,1,Active
DBSE154,BB,Q,Q:\DBSE154\DBSE154.edb,Q:\DBSE154,PEXBBEXSE4,2,Passive
DBSE154,BB,Q,Q:\DBSE154\DBSE154.edb,Q:\DBSE154,PEXTAEXSE4,3,Passive
DBSE155,BB,Q,Q:\DBSE155\DBSE155.edb,Q:\DBSE155,PEXBBEXSE3,1,Active
DBSE155,BB,Q,Q:\DBSE155\DBSE155.edb,Q:\DBSE155,PEXBBEXSE1,2,Passive
DBSE155,BB,Q,Q:\DBSE155\DBSE155.edb,Q:\DBSE155,PEXTAEXSE1,3,Passive
DBSE156,BB,Q,Q:\DBSE156\DBSE156.edb,Q:\DBSE156,PEXBBEXSE4,1,Active
DBSE156,BB,Q,Q:\DBSE156\DBSE156.edb,Q:\DBSE156,PEXBBEXSE2,2,Passive
DBSE156,BB,Q,Q:\DBSE156\DBSE156.edb,Q:\DBSE156,PEXTAEXSE2,3,Passive
DBSE157,BB,R,R:\DBSE157\DBSE157.edb,R:\DBSE157,PEXBBEXSE1,1,Active
DBSE157,BB,R,R:\DBSE157\DBSE157.edb,R:\DBSE157,PEXBBEXSE3,2,Passive
DBSE157,BB,R,R:\DBSE157\DBSE157.edb,R:\DBSE157,PEXTAEXSE4,3,Passive
DBSE158,BB,R,R:\DBSE158\DBSE158.edb,R:\DBSE158,PEXBBEXSE2,1,Active
DBSE158,BB,R,R:\DBSE158\DBSE158.edb,R:\DBSE158,PEXBBEXSE4,2,Passive
DBSE158,BB,R,R:\DBSE158\DBSE158.edb,R:\DBSE158,PEXTAEXSE1,3,Passive
DBSE159,BB,R,R:\DBSE159\DBSE159.edb,R:\DBSE159,PEXBBEXSE3,1,Active
DBSE159,BB,R,R:\DBSE159\DBSE159.edb,R:\DBSE159,PEXBBEXSE1,2,Passive
DBSE159,BB,R,R:\DBSE159\DBSE159.edb,R:\DBSE159,PEXTAEXSE2,3,Passive
DBSE160,BB,R,R:\DBSE160\DBSE160.edb,R:\DBSE160,PEXBBEXSE4,1,Active
DBSE160,BB,R,R:\DBSE160\DBSE160.edb,R:\DBSE160,PEXBBEXSE2,2,Passive
DBSE160,BB,R,R:\DBSE160\DBSE160.edb,R:\DBSE160,PEXTAEXSE3,3,Passive
DBSE161,BB,R,R:\DBSE161\DBSE161.edb,R:\DBSE161,PEXBBEXSE1,1,Active
DBSE161,BB,R,R:\DBSE161\DBSE161.edb,R:\DBSE161,PEXBBEXSE4,2,Passive
DBSE161,BB,R,R:\DBSE161\DBSE161.edb,R:\DBSE161,PEXTAEXSE4,3,Passive
DBSE162,BB,R,R:\DBSE162\DBSE162.edb,R:\DBSE162,PEXBBEXSE2,1,Active
DBSE162,BB,R,R:\DBSE162\DBSE162.edb,R:\DBSE162,PEXBBEXSE1,2,Passive
DBSE162,BB,R,R:\DBSE162\DBSE162.edb,R:\DBSE162,PEXTAEXSE1,3,Passive
DBSE163,BB,R,R:\DBSE163\DBSE163.edb,R:\DBSE163,PEXBBEXSE3,1,Active
DBSE163,BB,R,R:\DBSE163\DBSE163.edb,R:\DBSE163,PEXBBEXSE2,2,Passive
DBSE163,BB,R,R:\DBSE163\DBSE163.edb,R:\DBSE163,PEXTAEXSE2,3,Passive
DBSE164,BB,R,R:\DBSE164\DBSE164.edb,R:\DBSE164,PEXBBEXSE4,1,Active
DBSE164,BB,R,R:\DBSE164\DBSE164.edb,R:\DBSE164,PEXBBEXSE3,2,Passive
DBSE164,BB,R,R:\DBSE164\DBSE164.edb,R:\DBSE164,PEXTAEXSE3,3,Passive
DBSE165,BB,S,S:\DBSE165\DBSE165.edb,S:\DBSE165,PEXBBEXSE1,1,Active
DBSE165,BB,S,S:\DBSE165\DBSE165.edb,S:\DBSE165,PEXBBEXSE4,2,Passive
DBSE165,BB,S,S:\DBSE165\DBSE165.edb,S:\DBSE165,PEXTAEXSE1,3,Passive
DBSE166,BB,S,S:\DBSE166\DBSE166.edb,S:\DBSE166,PEXBBEXSE2,1,Active
DBSE166,BB,S,S:\DBSE166\DBSE166.edb,S:\DBSE166,PEXBBEXSE1,2,Passive
DBSE166,BB,S,S:\DBSE166\DBSE166.edb,S:\DBSE166,PEXTAEXSE2,3,Passive
DBSE167,BB,S,S:\DBSE167\DBSE167.edb,S:\DBSE167,PEXBBEXSE3,1,Active
DBSE167,BB,S,S:\DBSE167\DBSE167.edb,S:\DBSE167,PEXBBEXSE2,2,Passive
DBSE167,BB,S,S:\DBSE167\DBSE167.edb,S:\DBSE167,PEXTAEXSE3,3,Passive
DBSE168,BB,S,S:\DBSE168\DBSE168.edb,S:\DBSE168,PEXBBEXSE4,1,Active
DBSE168,BB,S,S:\DBSE168\DBSE168.edb,S:\DBSE168,PEXBBEXSE3,2,Passive
DBSE168,BB,S,S:\DBSE168\DBSE168.edb,S:\DBSE168,PEXTAEXSE4,3,Passive
DBSE169,BB,S,S:\DBSE169\DBSE169.edb,S:\DBSE169,PEXBBEXSE1,1,Active
DBSE169,BB,S,S:\DBSE169\DBSE169.edb,S:\DBSE169,PEXBBEXSE2,2,Passive
DBSE169,BB,S,S:\DBSE169\DBSE169.edb,S:\DBSE169,PEXTAEXSE1,3,Passive
DBSE170,BB,S,S:\DBSE170\DBSE170.edb,S:\DBSE170,PEXBBEXSE2,1,Active
DBSE170,BB,S,S:\DBSE170\DBSE170.edb,S:\DBSE170,PEXBBEXSE3,2,Passive
DBSE170,BB,S,S:\DBSE170\DBSE170.edb,S:\DBSE170,PEXTAEXSE2,3,Passive
DBSE171,BB,S,S:\DBSE171\DBSE171.edb,S:\DBSE171,PEXBBEXSE3,1,Active
DBSE171,BB,S,S:\DBSE171\DBSE171.edb,S:\DBSE171,PEXBBEXSE4,2,Passive
DBSE171,BB,S,S:\DBSE171\DBSE171.edb,S:\DBSE171,PEXTAEXSE3,3,Passive
DBSE172,BB,S,S:\DBSE172\DBSE172.edb,S:\DBSE172,PEXBBEXSE4,1,Active
DBSE172,BB,S,S:\DBSE172\DBSE172.edb,S:\DBSE172,PEXBBEXSE1,2,Passive
DBSE172,BB,S,S:\DBSE172\DBSE172.edb,S:\DBSE172,PEXTAEXSE4,3,Passive
DBSE173,BB,T,T:\DBSE173\DBSE173.edb,T:\DBSE173,PEXBBEXSE1,1,Active
DBSE173,BB,T,T:\DBSE173\DBSE173.edb,T:\DBSE173,PEXBBEXSE2,2,Passive
DBSE173,BB,T,T:\DBSE173\DBSE173.edb,T:\DBSE173,PEXTAEXSE2,3,Passive
DBSE174,BB,T,T:\DBSE174\DBSE174.edb,T:\DBSE174,PEXBBEXSE2,1,Active
DBSE174,BB,T,T:\DBSE174\DBSE174.edb,T:\DBSE174,PEXBBEXSE3,2,Passive
DBSE174,BB,T,T:\DBSE174\DBSE174.edb,T:\DBSE174,PEXTAEXSE3,3,Passive
DBSE175,BB,T,T:\DBSE175\DBSE175.edb,T:\DBSE175,PEXBBEXSE3,1,Active
DBSE175,BB,T,T:\DBSE175\DBSE175.edb,T:\DBSE175,PEXBBEXSE4,2,Passive
DBSE175,BB,T,T:\DBSE175\DBSE175.edb,T:\DBSE175,PEXTAEXSE4,3,Passive
DBSE176,BB,T,T:\DBSE176\DBSE176.edb,T:\DBSE176,PEXBBEXSE4,1,Active
DBSE176,BB,T,T:\DBSE176\DBSE176.edb,T:\DBSE176,PEXBBEXSE1,2,Passive
DBSE176,BB,T,T:\DBSE176\DBSE176.edb,T:\DBSE176,PEXTAEXSE1,3,Passive
DBSE177,BB,T,T:\DBSE177\DBSE177.edb,T:\DBSE177,PEXBBEXSE1,1,Active
DBSE177,BB,T,T:\DBSE177\DBSE177.edb,T:\DBSE177,PEXBBEXSE3,2,Passive
DBSE177,BB,T,T:\DBSE177\DBSE177.edb,T:\DBSE177,PEXTAEXSE2,3,Passive
DBSE178,BB,T,T:\DBSE178\DBSE178.edb,T:\DBSE178,PEXBBEXSE2,1,Active
DBSE178,BB,T,T:\DBSE178\DBSE178.edb,T:\DBSE178,PEXBBEXSE4,2,Passive
DBSE178,BB,T,T:\DBSE178\DBSE178.edb,T:\DBSE178,PEXTAEXSE3,3,Passive
DBSE179,BB,T,T:\DBSE179\DBSE179.edb,T:\DBSE179,PEXBBEXSE3,1,Active
DBSE179,BB,T,T:\DBSE179\DBSE179.edb,T:\DBSE179,PEXBBEXSE1,2,Passive
DBSE179,BB,T,T:\DBSE179\DBSE179.edb,T:\DBSE179,PEXTAEXSE4,3,Passive
DBSE180,BB,T,T:\DBSE180\DBSE180.edb,T:\DBSE180,PEXBBEXSE4,1,Active
DBSE180,BB,T,T:\DBSE180\DBSE180.edb,T:\DBSE180,PEXBBEXSE2,2,Passive
DBSE180,BB,T,T:\DBSE180\DBSE180.edb,T:\DBSE180,PEXTAEXSE1,3,Passive
DBSE181,BB,U,U:\DBSE181\DBSE181.edb,U:\DBSE181,PEXBBEXSE1,1,Active
DBSE181,BB,U,U:\DBSE181\DBSE181.edb,U:\DBSE181,PEXBBEXSE3,2,Passive
DBSE181,BB,U,U:\DBSE181\DBSE181.edb,U:\DBSE181,PEXTAEXSE3,3,Passive
DBSE182,BB,U,U:\DBSE182\DBSE182.edb,U:\DBSE182,PEXBBEXSE2,1,Active
DBSE182,BB,U,U:\DBSE182\DBSE182.edb,U:\DBSE182,PEXBBEXSE4,2,Passive
DBSE182,BB,U,U:\DBSE182\DBSE182.edb,U:\DBSE182,PEXTAEXSE4,3,Passive
DBSE183,BB,U,U:\DBSE183\DBSE183.edb,U:\DBSE183,PEXBBEXSE3,1,Active
DBSE183,BB,U,U:\DBSE183\DBSE183.edb,U:\DBSE183,PEXBBEXSE1,2,Passive
DBSE183,BB,U,U:\DBSE183\DBSE183.edb,U:\DBSE183,PEXTAEXSE1,3,Passive
DBSE184,BB,U,U:\DBSE184\DBSE184.edb,U:\DBSE184,PEXBBEXSE4,1,Active
DBSE184,BB,U,U:\DBSE184\DBSE184.edb,U:\DBSE184,PEXBBEXSE2,2,Passive
DBSE184,BB,U,U:\DBSE184\DBSE184.edb,U:\DBSE184,PEXTAEXSE2,3,Passive
